Week start,Mon,Tue,Wed,Thu,Fri,Sat,Sun
<2017-01-02 Mon>,CU,,,,,,
<2017-01-09 Mon>,,,,,,,CU
<2017-01-16 Mon>,,,LC,,,,
<2017-01-23 Mon>,,,,,,,
<2017-01-30 Mon>,,C,,C,C,,
,,,,,,,
